postcode;woonplaats;provincie;latitude;longitude
3086;Rotterdam;Zuid-Holland;51.87617276;4.467993443
3087;Rotterdam;Zuid-Holland;51.89636793;4.467658052
3088;Rotterdam;Zuid-Holland;51.87348487;4.451780291
3089;Rotterdam;Zuid-Holland;51.89056713;4.422672942
3100;Schiedam;Zuid-Holland;51.92188887;4.406984619
3101;Schiedam;Zuid-Holland;51.92188887;4.406984619
3102;Schiedam;Zuid-Holland;51.92188887;4.406984619
3109;Schiedam;Zuid-Holland;51.92188887;4.406984619
3111;Schiedam;Zuid-Holland;51.91456846;4.397479176
3112;Schiedam;Zuid-Holland;51.91781392;4.413058269
3113;Schiedam;Zuid-Holland;51.91339213;4.410109159
3114;Schiedam;Zuid-Holland;51.9031801;4.403702897
3115;Schiedam;Zuid-Holland;51.9067458;4.374192332
3116;Schiedam;Zuid-Holland;51.90998709;4.387347946
3117;Schiedam;Zuid-Holland;51.913445;4.392145822
3118;Schiedam;Zuid-Holland;51.92112145;4.381130516
3119;Schiedam;Zuid-Holland;51.92038371;4.386770881
3121;Schiedam;Zuid-Holland;51.93552376;4.378624384
3122;Schiedam;Zuid-Holland;51.92910211;4.372825838
3123;Schiedam;Zuid-Holland;51.94514788;4.372393379
3124;Schiedam;Zuid-Holland;51.94623987;4.376939546
3125;Schiedam;Zuid-Holland;51.92742616;4.407484522
3130;Vlaardingen;Zuid-Holland;51.90483618;4.316920352
3131;Vlaardingen;Zuid-Holland;51.90657698;4.341612883
3132;Vlaardingen;Zuid-Holland;51.91548457;4.315980337
3133;Vlaardingen;Zuid-Holland;51.90063626;4.345327961
3134;Vlaardingen;Zuid-Holland;51.90935398;4.35904378
3135;Vlaardingen;Zuid-Holland;51.9232184;4.360210233
3136;Vlaardingen;Zuid-Holland;51.93007502;4.357574262
3137;Vlaardingen;Zuid-Holland;51.93808282;4.35979299
3138;Vlaardingen;Zuid-Holland;51.94131264;4.323153065
3140;Maassluis;Zuid-Holland;51.92132861;4.254424695
3141;Maassluis;Zuid-Holland;51.91894235;4.268914198
3142;Maassluis;Zuid-Holland;51.92339259;4.257741593
3143;Maassluis;Zuid-Holland;51.91657304;4.249995193
3144;Maassluis;Zuid-Holland;51.9243888;4.239314385
3145;Maassluis;Zuid-Holland;51.93205019;4.23080196
3146;Maassluis;Zuid-Holland;51.93474498;4.224512279
3147;Maassluis;Zuid-Holland;51.93519695;4.237792645
3150;Hoek van Holland;Zuid-Holland;51.9773938;4.131401999
3151;Hoek van Holland;Zuid-Holland;51.98572558;4.144008677
3155;Maasland;Zuid-Holland;51.93630646;4.271963926
3160;Rhoon;Zuid-Holland;51.85683038;4.416729738
3161;Rhoon;Zuid-Holland;51.84966591;4.477807909
3162;Rhoon;Zuid-Holland;51.85092096;4.485421081
3165;Rotterdam-Albrandswaard;Zuid-Holland;51.87092795;4.417519537
3170;Poortugaal;Zuid-Holland;51.85831971;4.398126751
3171;Poortugaal;Zuid-Holland;51.8559356;4.386537102
3172;Poortugaal;Zuid-Holland;51.85162571;4.402509376
3176;Poortugaal;Zuid-Holland;51.86371412;4.392790413
3180;Rozenburg;Zuid-Holland;52.27406962;4.743735722
3181;Rozenburg;Zuid-Holland;51.90154864;4.250682512
3190;Hoogvliet Rotterdam;Zuid-Holland;51.97430132;4.507413088
3191;Hoogvliet Rotterdam;Zuid-Holland;51.8625058;4.356268376
3192;Hoogvliet Rotterdam;Zuid-Holland;51.85522366;4.367194567
3193;Hoogvliet Rotterdam;Zuid-Holland;51.86843183;4.34544644
3194;Hoogvliet Rotterdam;Zuid-Holland;51.87050011;4.360635009
3195;Pernis Rotterdam;Zuid-Holland;51.88570977;4.384224284
3196;Vondelingenplaat Rotterdam;Zuid-Holland;51.8904326;4.374688836
3197;Botlek Rotterdam;Zuid-Holland;51.87152591;4.257043665
3198;Europoort Rotterdam;Zuid-Holland;51.94273947;4.130828352
3199;Maasvlakte Rotterdam;Zuid-Holland;51.93605181;4.017826649
3200;Spijkenisse;Zuid-Holland;51.85370554;4.329815137
3201;Spijkenisse;Zuid-Holland;51.84919049;4.332687251
3202;Spijkenisse;Zuid-Holland;51.85308808;4.318288675
3203;Spijkenisse;Zuid-Holland;51.84279295;4.335451594
3204;Spijkenisse;Zuid-Holland;51.83924376;4.319544889
3205;Spijkenisse;Zuid-Holland;51.83149799;4.352209808
3206;Spijkenisse;Zuid-Holland;51.8317469;4.323475441
3207;Spijkenisse;Zuid-Holland;51.83846378;4.367454998
3208;Spijkenisse;Zuid-Holland;51.83679636;4.306713032
3209;Hekelingen;Zuid-Holland;51.8248362;4.339933107
3211;Geervliet;Zuid-Holland;51.86192273;4.26406339
3212;Simonshaven;Zuid-Holland;51.82970416;4.268396354
3214;Zuidland;Zuid-Holland;51.81363168;4.271459494
3216;Abbenbroek;Zuid-Holland;51.84960003;4.240329036
3218;Heenvliet;Zuid-Holland;51.8663657;4.242047471
3220;Hellevoetsluis;Zuid-Holland;51.83075922;4.1308332
3221;Hellevoetsluis;Zuid-Holland;51.82552493;4.131203165
3222;Hellevoetsluis;Zuid-Holland;51.84380493;4.113795333
3223;Hellevoetsluis;Zuid-Holland;51.84265828;4.163260827
3224;Hellevoetsluis;Zuid-Holland;51.82672829;4.143024481
3225;Hellevoetsluis;Zuid-Holland;51.82594462;4.159149403
3227;Oudenhoorn;Zuid-Holland;51.82591088;4.191340118
3230;Brielle;Zuid-Holland;51.90591291;4.176802778
3231;Brielle;Zuid-Holland;51.9061057;4.168766113
3232;Brielle;Zuid-Holland;51.89320201;4.157149562
3233;Oostvoorne;Zuid-Holland;51.90434171;4.08904974
3234;Tinte;Zuid-Holland;51.88788993;4.137033536
3235;Rockanje;Zuid-Holland;51.86389516;4.090154522
3237;Vierpolders;Zuid-Holland;51.87859518;4.180103047
3238;Zwartewaal;Zuid-Holland;51.88395356;4.223778915
3240;Middelharnis;Zuid-Holland;51.7536594;4.164964346
3241;Middelharnis;Zuid-Holland;51.76012054;4.178280206
3243;Stad aan 't Haringvliet;Zuid-Holland;51.73419989;4.241086705
3244;Nieuwe-Tonge;Zuid-Holland;51.73006619;4.145558386
3245;Sommelsdijk;Zuid-Holland;51.75873423;4.155431976
3247;Dirksland;Zuid-Holland;51.74939545;4.103557598
3248;Melissant;Zuid-Holland;51.77377715;4.071466141
3249;Herkingen;Zuid-Holland;51.71144512;4.078423348
3250;Stellendam;Zuid-Holland;51.80706943;4.02307298
3251;Stellendam;Zuid-Holland;51.80475564;4.023709629
3252;Goedereede;Zuid-Holland;51.81867109;3.973049735
3253;Ouddorp;Zuid-Holland;51.81142844;3.938600315
3255;Oude-Tonge;Zuid-Holland;51.6950119;4.210075531
3256;Achthuizen;Zuid-Holland;51.69000991;4.279520836
3257;Ooltgensplaat;Zuid-Holland;51.68153961;4.347413323
3258;Den Bommel;Zuid-Holland;51.71772721;4.279944871
3260;Oud-Beijerland;Zuid-Holland;51.82208055;4.421717945
3261;Oud-Beijerland;Zuid-Holland;51.8215334;4.436756365
3262;Oud-Beijerland;Zuid-Holland;51.79225322;4.386922184
3263;Oud-Beijerland;Zuid-Holland;51.82882588;4.406366973
3264;Nieuw-Beijerland;Zuid-Holland;51.81118518;4.342007072
3265;Piershil;Zuid-Holland;51.79648033;4.314262207
3267;Goudswaard;Zuid-Holland;51.75557157;4.317279065
3270;Mijnsheerenland;Zuid-Holland;51.79626892;4.487079044
3271;Mijnsheerenland;Zuid-Holland;51.79954056;4.496926622
3273;Westmaas;Zuid-Holland;51.78863963;4.438126616
3274;Heinenoord;Zuid-Holland;51.81500205;4.511232002
3280;Numansdorp;Zuid-Holland;51.74286189;4.444340861
3281;Numansdorp;Zuid-Holland;51.72542131;4.437769943
3284;Zuid-Beijerland;Zuid-Holland;51.75039219;4.369113581
3286;Klaaswaal;Zuid-Holland;51.77018371;4.447870218
3290;Strijen;Zuid-Holland;51.74206988;4.552319228
3291;Strijen;Zuid-Holland;51.73626141;4.55362785
3292;Strijensas;Zuid-Holland;51.72475419;4.615965495
3293;Mookhoek;Zuid-Holland;51.75222995;4.596512319
3295;'s-Gravendeel;Zuid-Holland;51.78065921;4.611250386
3297;Puttershoek;Zuid-Holland;51.79797752;4.55935279
3299;Maasdam;Zuid-Holland;51.79130955;4.553519656
3300;Dordrecht;Zuid-Holland;51.80448046;4.698737884
3301;Dordrecht;Zuid-Holland;51.80448046;4.698737884
3311;Dordrecht;Zuid-Holland;51.81223765;4.665951115
3312;Dordrecht;Zuid-Holland;51.80251432;4.681451201
3313;Dordrecht;Zuid-Holland;51.81574347;4.715951827
3314;Dordrecht;Zuid-Holland;51.79787472;4.662925499
3315;Dordrecht;Zuid-Holland;51.8049455;4.720852138
3316;Dordrecht;Zuid-Holland;51.76987806;4.63794741
3317;Dordrecht;Zuid-Holland;51.78274869;4.659464285
3318;Dordrecht;Zuid-Holland;51.78771178;4.681753827
3319;Dordrecht;Zuid-Holland;51.79593007;4.71075213
3328;Dordrecht;Zuid-Holland;51.78124082;4.674541866
3329;Dordrecht;Zuid-Holland;51.78684786;4.70980614
3330;Zwijndrecht;Zuid-Holland;51.8161112;4.650732624
3331;Zwijndrecht;Zuid-Holland;51.8137913;4.648697564
3332;Zwijndrecht;Zuid-Holland;51.82741991;4.651698015
3333;Zwijndrecht;Zuid-Holland;51.80940231;4.633245084
3334;Zwijndrecht;Zuid-Holland;51.81570854;4.606460232
3335;Zwijndrecht;Zuid-Holland;51.83072593;4.615552149
3336;Zwijndrecht;Zuid-Holland;51.80737592;4.619144933
3340;Hendrik-Ido-Ambacht;Zuid-Holland;51.84634356;4.63199326
3341;Hendrik-Ido-Ambacht;Zuid-Holland;51.84425124;4.651239635
3342;Hendrik-Ido-Ambacht;Zuid-Holland;51.84570442;4.635072815
3343;Hendrik-Ido-Ambacht;Zuid-Holland;51.83753383;4.627036448
3344;Hendrik-Ido-Ambacht;Zuid-Holland;51.83764298;4.643026129
3350;Papendrecht;Zuid-Holland;51.82474096;4.681512238
3351;Papendrecht;Zuid-Holland;51.83127273;4.683547506
3352;Papendrecht;Zuid-Holland;51.84125377;4.686415957
3353;Papendrecht;Zuid-Holland;51.82984573;4.690493629
3354;Papendrecht;Zuid-Holland;51.82648287;4.695783849
3355;Papendrecht;Zuid-Holland;51.83890407;4.705921959
3356;Papendrecht;Zuid-Holland;51.83508666;4.721867232
3360;Sliedrecht;Zuid-Holland;51.82750676;4.745793407
3361;Sliedrecht;Zuid-Holland;51.81656847;4.782874772
3362;Sliedrecht;Zuid-Holland;51.82354076;4.774968891
3363;Sliedrecht;Zuid-Holland;51.82809616;4.761498092
3364;Sliedrecht;Zuid-Holland;51.82743543;4.800785166
3366;Wijngaarden;Zuid-Holland;51.84462036;4.761375478
3370;Hardinxveld-Giessendam;Zuid-Holland;51.82836901;4.831218182
3371;Hardinxveld-Giessendam;Zuid-Holland;51.82674402;4.839815748
3372;Hardinxveld-Giessendam;Zuid-Holland;51.8259246;4.881069125
3373;Hardinxveld-Giessendam;Zuid-Holland;51.8311624;4.835270552
3380;Giessenburg;Zuid-Holland;51.84975422;4.892548708
3381;Giessenburg;Zuid-Holland;51.85258052;4.887242895
3400;IJsselstein;Utrecht;52.0237086;5.040429764
3401;IJsselstein;Utrecht;52.02712705;5.036206578
3402;IJsselstein;Utrecht;52.03211051;5.045440849
3403;IJsselstein;Utrecht;52.02570051;5.023995538
3404;IJsselstein;Utrecht;52.00896657;5.046109692
3405;Benschop;Utrecht;52.00638994;4.978780742
3410;Lopik;Utrecht;51.97469404;4.94783448
3411;Lopik;Utrecht;51.97181743;4.93768423
3412;Lopikerkapel;Utrecht;51.97575284;5.023048593
3413;Jaarsveld;Utrecht;51.96931627;4.978402523
3415;Polsbroek;Utrecht;51.98874803;4.883364314
3417;Montfoort;Utrecht;52.04386346;4.947293415
3420;Oudewater;Utrecht;52.02375994;4.871569032
3421;Oudewater;Utrecht;52.03031594;4.86982663
3425;Snelrewaard;Utrecht;52.03094309;4.884107431
3430;Nieuwegein;Utrecht;52.03702609;5.083131862
3431;Nieuwegein;Utrecht;52.03041576;5.076668231
3432;Nieuwegein;Utrecht;52.02434287;5.094373568
3433;Nieuwegein;Utrecht;52.01906526;5.104887654
3434;Nieuwegein;Utrecht;52.01348478;5.091804094
3435;Nieuwegein;Utrecht;52.02633263;5.075619604
3436;Nieuwegein;Utrecht;52.03078105;5.073428961
3437;Nieuwegein;Utrecht;52.05540101;5.07557251
3438;Nieuwegein;Utrecht;52.03852915;5.093491563
3439;Nieuwegein;Utrecht;52.02694232;5.099229992
3440;Woerden;Utrecht;50.0147058;4.683021567
3441;Woerden;Utrecht;52.08675831;4.885135799
3442;Woerden;Utrecht;52.08399116;4.889610052
3443;Woerden;Utrecht;52.09216832;4.86741146
3444;Woerden;Utrecht;52.09563976;4.896142112
3445;Woerden;Utrecht;52.0910289;4.897419803
3446;Woerden;Utrecht;52.08016995;4.904126272
3447;Woerden;Utrecht;52.07628293;4.88913427
3448;Woerden;Utrecht;52.07984062;4.867644141
3449;Woerden;Utrecht;52.07721959;4.829466244
3450;Vleuten;Utrecht;52.10736641;5.012535309
3451;Vleuten;Utrecht;52.10324382;5.011905197
3452;Vleuten;Utrecht;52.09812951;4.996674916
3453;De Meern;Utrecht;52.08498112;5.00912437
3454;De Meern;Utrecht;52.08108489;5.040011649
3455;Haarzuilens;Utrecht;52.12274105;4.999740371
3460;Linschoten;Utrecht;52.05913551;4.905493171
3461;Linschoten;Utrecht;52.06326731;4.910070923
3464;Papekop;Utrecht;52.03903394;4.85709609
3465;Driebruggen;Zuid-Holland;52.04176381;4.799482561
3466;Waarder;Zuid-Holland;52.05867728;4.823332759
3467;Hekendorp;Utrecht;52.01643928;4.808550276
3470;Kamerik;Utrecht;52.11017979;4.892290799
3471;Kamerik;Utrecht;52.1132021;4.889636194
3474;Zegveld;Utrecht;52.11132413;4.83076746
3480;Harmelen;Utrecht;52.08692967;4.966398872
3481;Harmelen;Utrecht;52.09274358;4.954838987
3500;Utrecht;Utrecht;52.09304138;5.075819803
3501;Utrecht;Utrecht;52.09304138;5.075819803
3502;Utrecht;Utrecht;52.09304138;5.075819803
3503;Utrecht;Utrecht;52.09304138;5.075819803
3504;Utrecht;Utrecht;52.09304138;5.075819803
3505;Utrecht;Utrecht;52.09304138;5.075819803
3506;Utrecht;Utrecht;52.09304138;5.075819803
3507;Utrecht;Utrecht;52.09304138;5.075819803
3508;Utrecht;Utrecht;52.09304138;5.075819803
3509;Utrecht;Utrecht;52.09304138;5.075819803
3511;Utrecht;Utrecht;52.08473059;5.11769947
3512;Utrecht;Utrecht;52.09292525;5.123280202
3513;Utrecht;Utrecht;52.0969002;5.105997643
3514;Utrecht;Utrecht;52.09913575;5.123549666
3515;Utrecht;Utrecht;52.10330424;5.115951837
3521;Utrecht;Utrecht;52.07803169;5.11193002
3522;Utrecht;Utrecht;52.07262094;5.115247799
3523;Utrecht;Utrecht;52.07130038;5.119515306
3524;Utrecht;Utrecht;52.06435274;5.129740042
3525;Utrecht;Utrecht;52.05895411;5.119268191
3526;Utrecht;Utrecht;52.06886169;5.101300924
3527;Utrecht;Utrecht;52.0788595;5.093313003
3528;Utrecht;Utrecht;52.06888221;5.076722106
3531;Utrecht;Utrecht;52.09190934;5.10126442
3532;Utrecht;Utrecht;52.0948022;5.085189933
3533;Utrecht;Utrecht;52.08148237;5.090610428
3534;Utrecht;Utrecht;52.10293976;5.078131657
3540;Utrecht;Utrecht;52.07660416;5.099209369
3541;Utrecht;Utrecht;52.09471704;5.070556138
3542;Utrecht;Utrecht;52.1155571;5.044211819
3543;Utrecht;Utrecht;52.1017264;5.055341255
3544;Utrecht;Utrecht;52.083344;5.057113871
3545;Utrecht;Utrecht;52.05698706;5.057900796
3546;Utrecht;Utrecht;52.04640426;5.04704277
3551;Utrecht;Utrecht;52.09938708;5.099924076
3552;Utrecht;Utrecht;52.10324039;5.100703266
3553;Utrecht;Utrecht;52.10826815;5.089166931
3554;Utrecht;Utrecht;52.11565952;5.090911357
3555;Utrecht;Utrecht;52.11265242;5.082013022
3561;Utrecht;Utrecht;52.11102714;5.117569916
3562;Utrecht;Utrecht;52.11614568;5.115477034
3563;Utrecht;Utrecht;52.12312967;5.094912734
3564;Utrecht;Utrecht;52.12581406;5.099883028
3565;Utrecht;Utrecht;52.12862976;5.089684652
3566;Utrecht;Utrecht;52.11892541;5.130320817
3571;Utrecht;Utrecht;52.10392562;5.139246938
3572;Utrecht;Utrecht;52.09701435;5.141672988
3573;Utrecht;Utrecht;52.11263844;5.142915807
3581;Utrecht;Utrecht;52.08894145;5.137604758
3582;Utrecht;Utrecht;52.08121389;5.13293614
3583;Utrecht;Utrecht;52.07947216;5.141784714
3584;Utrecht;Utrecht;52.08516742;5.153024838
3585;Utrecht;Utrecht;52.07635793;5.150086291
3600;Maarssen;Utrecht;52.14075523;5.046427088
3601;Maarssen;Utrecht;52.14786218;5.041269059
3602;Maarssen;Utrecht;52.13604606;5.048999418
3603;Maarssen;Utrecht;52.13943359;5.040552079
3604;Maarssen;Utrecht;52.13391136;5.041709888
3605;Maarssen;Utrecht;52.13228233;5.032319826
3606;Maarssen;Utrecht;52.12871983;5.037851423
3607;Maarssen;Utrecht;52.12912021;5.023025914
3608;Maarssen;Utrecht;52.12740993;5.030502537
3611;Oud Zuilen;Utrecht;52.13434128;5.065632175
3612;Tienhoven;Utrecht;52.16566082;5.084240452
3615;Westbroek;Utrecht;52.14942074;5.135846791
3620;Breukelen;Utrecht;52.17161133;5.003854183
3621;Breukelen;Utrecht;52.17886308;4.99495778
3625;Breukeleveen;Noord-Holland;52.17320951;5.070535433
3626;Nieuwer Ter Aa;Utrecht;52.19071309;4.980261733
3628;Kockengen;Utrecht;52.16205853;4.957073799
3630;Nieuwersluis;Utrecht;52.19425968;5.005876864
3631;Nieuwersluis;Utrecht;52.19659158;5.006861803
3632;Loenen aan de Vecht;Utrecht;52.20956;5.02058438
3633;Vreeland;Utrecht;52.23095051;5.030125138
3634;Loenersloot;Utrecht;52.23030652;5.002678897
3640;Mijdrecht;Utrecht;52.20326027;4.863691515
3641;Mijdrecht;Utrecht;52.21430901;4.864931926
3642;Mijdrecht;Utrecht;52.20020236;4.870039001
3643;Mijdrecht;Utrecht;52.21650753;4.864838592
3645;Vinkeveen;Utrecht;52.21524656;4.920459267
3646;Waverveen;Utrecht;52.23488457;4.901739538
3648;Wilnis;Utrecht;52.1960807;4.902848485
3651;Woerdense Verlaat;Zuid-Holland;52.14794768;4.847259342
3652;Woerdense Verlaat;Zuid-Holland;52.15501828;4.86304643
3653;Woerdense Verlaat;Zuid-Holland;52.15338631;4.863479892
3700;Zeist;Utrecht;52.08126018;5.239939774
3701;Zeist;Utrecht;52.08594845;5.241388172
3702;Zeist;Utrecht;52.09101736;5.238634142
3703;Zeist;Utrecht;52.07949901;5.221955875
3704;Zeist;Utrecht;52.08903083;5.22275845
3705;Zeist;Utrecht;52.09385811;5.2322202
3706;Zeist;Utrecht;52.10073328;5.221971106
3707;Zeist;Utrecht;52.09856283;5.251591025
3708;Zeist;Utrecht;52.08154372;5.267467911
3709;Zeist;Utrecht;52.06200144;5.250787692
3710;Austerlitz;Utrecht;52.09003656;5.298359721
3711;Austerlitz;Utrecht;52.0823706;5.309603013
3712;Huis ter Heide;Utrecht;52.11615155;5.255372111
3720;Bilthoven;Utrecht;52.11430508;5.192018662
3721;Bilthoven;Utrecht;52.12127834;5.186303303
3722;Bilthoven;Utrecht;52.12845216;5.212383906
3723;Bilthoven;Utrecht;52.13048796;5.189210227
3730;De Bilt;Utrecht;52.1143307;5.182078697
3731;De Bilt;Utrecht;52.09959287;5.159338612
3732;De Bilt;Utrecht;52.10233148;5.181168181
3734;Den Dolder;Utrecht;52.13886541;5.252487104
3735;Bosch en Duin;Utrecht;52.10971961;5.239898723
3737;Groenekan;Utrecht;52.13978597;5.162568336
3738;Maartensdijk;Utrecht;52.15227734;5.178553601
3739;Hollandsche Rading;Utrecht;52.17291481;5.177886972
3740;Baarn;Utrecht;52.22069194;5.259102969
3741;Baarn;Utrecht;52.21950724;5.26179515
3742;Baarn;Utrecht;52.21475648;5.305113785
3743;Baarn;Utrecht;52.20526509;5.287751079
3744;Baarn;Utrecht;52.21815272;5.22670397
3749;Lage Vuursche;Utrecht;52.18804239;5.226763011
3750;Bunschoten-Spakenburg;Utrecht;52.25227913;5.388905328
3751;Bunschoten-Spakenburg;Utrecht;52.25396859;5.37872533
3752;Bunschoten-Spakenburg;Utrecht;52.25080555;5.373900516
3754;Eemdijk;Utrecht;52.25373713;5.331264251
3755;Eemnes;Utrecht;52.25121459;5.265681198
3760;Soest;Utrecht;52.18274247;5.296339435
3761;Soest;Utrecht;52.18622006;5.290788892
3762;Soest;Utrecht;52.18416172;5.276250068
3763;Soest;Utrecht;52.17064439;5.260563599
3764;Soest;Utrecht;52.17781603;5.30181288
3765;Soest;Utrecht;52.16935812;5.291979514
3766;Soest;Utrecht;52.17175203;5.277916352
3768;Soest;Utrecht;52.15993625;5.301255836
3769;Soesterberg;Utrecht;52.12978745;5.321844182
3770;Barneveld;Gelderland;52.1371217;5.594649268
3771;Barneveld;Gelderland;52.14662644;5.580479154
3772;Barneveld;Gelderland;52.1375174;5.578713999
3773;Barneveld;Gelderland;52.13701814;5.602628452
3774;Kootwijkerbroek;Gelderland;52.16192031;5.679007514
3775;Kootwijk;Gelderland;52.15069839;5.740737724
3776;Stroe;Gelderland;52.17922979;5.703655974
3780;Voorthuizen;Gelderland;52.17231149;5.57876341
3781;Voorthuizen;Gelderland;52.18544354;5.609945908
3784;Terschuur;Gelderland;52.15271877;5.512070235
3785;Zwartebroek;Gelderland;52.17854573;5.500971952
3790;Achterveld;Utrecht;52.1338937;5.517354926
3791;Achterveld;Utrecht;52.13549091;5.503776045
3792;Achterveld;Gelderland;52.14059941;5.50891812
3794;De Glind;Gelderland;52.11964195;5.514156051
3800;Amersfoort;Utrecht;52.17762816;5.381100217
3802;Amersfoort;Utrecht;52.17762816;5.381100217
3811;Amersfoort;Utrecht;52.15049313;5.383774073
3812;Amersfoort;Utrecht;52.15767418;5.359204068
3813;Amersfoort;Utrecht;52.17339075;5.393063518
3814;Amersfoort;Utrecht;52.16037199;5.400586923
3815;Amersfoort;Utrecht;52.16856318;5.407832452
3816;Amersfoort;Utrecht;52.14970418;5.411519622
3817;Amersfoort;Utrecht;52.14965614;5.393100352
3818;Amersfoort;Utrecht;52.14801841;5.367152873
3819;Amersfoort;Utrecht;52.1542949;5.350002899
3821;Amersfoort;Utrecht;52.17278496;5.412604922
3822;Amersfoort;Utrecht;52.18660414;5.406721398
3823;Amersfoort;Utrecht;52.18826869;5.389974937
3824;Amersfoort;Utrecht;52.1959651;5.375406258
3825;Amersfoort;Utrecht;52.20051692;5.411563664
3826;Amersfoort;Utrecht;52.19586024;5.434114124
3828;Hoogland;Utrecht;52.18273211;5.382359724
3829;Hooglanderveen;Utrecht;52.18913645;5.434457971
3830;Leusden;Utrecht;52.13262611;5.432168124
3831;Leusden;Utrecht;52.13295138;5.440032257
3832;Leusden;Utrecht;52.11805708;5.409577474
3833;Leusden;Utrecht;52.13599524;5.42568724
3834;Leusden;Utrecht;52.12731204;5.44387442
3835;Stoutenburg;Utrecht;52.15183351;5.438929491
3836;Stoutenburg Noord;Utrecht;52.16129622;5.466067291
3840;Harderwijk;Gelderland;52.35226607;5.621717279
3841;Harderwijk;Gelderland;52.34486023;5.622106327
3842;Harderwijk;Gelderland;52.33852184;5.623170963
3843;Harderwijk;Gelderland;52.33284795;5.627737806
3844;Harderwijk;Gelderland;52.33425462;5.610311787
3845;Harderwijk;Gelderland;52.3221769;5.60061551
3846;Harderwijk;Gelderland;52.35603729;5.64045401
3847;Harderwijk;Gelderland;52.32570356;5.65121978
3848;Harderwijk;Gelderland;52.34945623;5.649097592
3849;Hierden;Gelderland;52.35729337;5.677367115
3850;Ermelo;Gelderland;52.28986309;5.615486605
3851;Ermelo;Gelderland;52.29368268;5.613247131
3852;Ermelo;Gelderland;52.32463548;5.63218125
3853;Ermelo;Gelderland;52.30022197;5.59912948
3860;Nijkerk;Gelderland;52.21904766;5.478678774
3861;Nijkerk;Gelderland;52.25519848;5.466773037
3862;Nijkerk;Gelderland;52.21963425;5.485272382
3863;Nijkerk;Gelderland;52.2191013;5.465912994
3864;Nijkerkerveen;Gelderland;52.19457787;5.467717352
3868;Nijkerk;Gelderland;52.21085971;5.461690953
3870;Hoevelaken;Gelderland;52.17619706;5.461064729
3871;Hoevelaken;Gelderland;52.17608457;5.457726872
3880;Putten;Gelderland;52.26017725;5.597499275
3881;Putten;Gelderland;52.26816571;5.611198852
3882;Putten;Gelderland;52.25245508;5.604161422
3886;Garderen;Gelderland;52.23048151;5.71547589
3888;Uddel;Gelderland;52.26106393;5.782594267
3890;Zeewolde;Flevoland;52.3575537;5.510189303
3891;Zeewolde;Flevoland;52.33136769;5.543816751
3892;Zeewolde;Flevoland;52.3191237;5.535920239
3893;Zeewolde;Flevoland;52.33401933;5.516247876
3894;Zeewolde;Flevoland;52.34389007;5.524186402
3895;Zeewolde;Flevoland;52.34788599;5.516339876
3896;Zeewolde;Flevoland;52.30539799;5.325008242
3897;Zeewolde;Flevoland;52.39239088;5.481755863
3898;Zeewolde;Flevoland;52.36568979;5.611722398
3899;Zeewolde;Flevoland;52.35447394;5.502746992
3900;Veenendaal;Utrecht;52.02616744;5.55484429
3901;Veenendaal;Utrecht;52.02391368;5.560854918
3902;Veenendaal;Utrecht;52.03167427;5.566688906
3903;Veenendaal;Utrecht;52.00815368;5.571338483
3904;Veenendaal;Utrecht;52.01994542;5.539304159
3905;Veenendaal;Utrecht;52.03360595;5.538849639
3906;Veenendaal;Utrecht;52.03095698;5.531871589
3907;Veenendaal;Utrecht;52.02636171;5.584812896
3910;Rhenen;Utrecht;51.95558977;5.575054652
3911;Rhenen;Utrecht;51.96219896;5.575381948
3912;Rhenen;Utrecht;51.96414248;5.563844024
3920;Elst;Utrecht;51.91637937;5.853401993
3921;Elst Ut;Utrecht;51.98180551;5.509105722
3922;Elst Ut;Utrecht;51.98878366;5.481348273
3925;Scherpenzeel;Gelderland;52.83426198;5.874949872
3927;Renswoude;Utrecht;52.07166113;5.543931726
3930;Woudenberg;Utrecht;52.07288651;5.451676793
3931;Woudenberg;Utrecht;52.08448351;5.420791377
3940;Doorn;Utrecht;52.04041491;5.302724694
3941;Doorn;Utrecht;52.04733834;5.341396265
3945;Cothen;Utrecht;51.99774763;5.309565194
3947;Langbroek;Utrecht;52.01397865;5.33128447
3950;Maarn;Utrecht;52.06280136;5.371274838
3951;Maarn;Utrecht;52.06511912;5.383175708
3953;Maarn;Utrecht;52.06787331;5.372443668
3956;Leersum;Utrecht;52.01520762;5.434748467
3958;Amerongen;Utrecht;51.99989781;5.456203267
3959;Overberg;Utrecht;52.03731582;5.504571348
3960;Wijk bij Duurstede;Utrecht;51.97572613;5.340642837
3961;Wijk bij Duurstede;Utrecht;51.97151207;5.338953551
3962;Wijk bij Duurstede;Utrecht;51.98213714;5.342990379
3970;Driebergen-Rijsenburg;Utrecht;52.06073175;5.301463194
3971;Driebergen-Rijsenburg;Utrecht;52.0550052;5.301184599
3972;Driebergen-Rijsenburg;Utrecht;52.05365948;5.276907417
3980;Bunnik;Utrecht;52.06432415;5.20582902
3981;Bunnik;Utrecht;52.06891013;5.194972992
3984;Odijk;Utrecht;52.05077114;5.236955039
3985;Werkhoven;Utrecht;52.03306939;5.246666334
3989;Ossenwaard;Utrecht;51.99206264;5.13853217
3990;Houten;Utrecht;52.02599257;5.165306568
3991;Houten;Utrecht;52.01304878;5.16483554
3992;Houten;Utrecht;52.0339199;5.152695425
3993;Houten;Utrecht;52.04100332;5.173657874
